hs6,hts8,n_h8,s_h8_in_h6,w8_main,W6
291100,29110010,2,0.3937903613155218,3168770,8046845
291100,29110050,2,0.6062096386844782,4878075,8046845
291211,29121100,1,1,2991878,2991878
291212,29121200,1,1,538925,538925
291219,29121910,5,0.0917548663974927,5675035,61849962
291219,29121920,5,0.32576424218336625,20148506,61849962
291219,29121925,5,3.6714654731719964e-4,22708,61849962
291219,29121930,5,0.11266466097424603,6968305,61849962
291219,29121950,5,0.46944908389757783,29035408,61849962
291221,29122100,1,1,22428983,22428983
291229,29122910,3,0.04101554912869115,3140089,76558502
291229,29122930,3,0.12852390972853675,9839598,76558502
291229,29122960,3,0.8304605411427721,63578815,76558502
291241,29124100,1,1,40791381,40791381
291242,29124200,1,1,10414839,10414839
291249,29124910,6,0.3297107624936817,6952142,21085578
291249,29124915,6,0.007406104779295118,156162,21085578
291249,29124926,6,0.19011392526209148,4008662,21085578
291249,29124955,6,0.1398097315615441,2947969,21085578
291249,29124960,6,0.15586359548692477,3286474,21085578
291249,29124990,6,0.17709588041646285,3734169,21085578
291250,29125010,2,0.9697144785609454,2594666,2675701
291250,29125050,2,0.030285521439054663,81035,2675701
291260,29126000,1,1,9025331,9025331
291300,29130020,3,9.531779657764408e-4,10555,11073483
291300,29130040,3,0.7978563745480983,8835049,11073483
291300,29130050,3,0.2011904474861252,2227879,11073483
291411,29141110,2,0.4426732943282188,14222552,32128778
291411,29141150,2,0.5573267056717812,17906226,32128778
291412,29141200,1,1,160615918,160615918
291413,29141300,1,1,17044604,17044604
291419,29141900,1,1,74766189,74766189
291422,29142210,2,0.9980646397520392,33210543,33274942
291422,29142220,2,0.0019353602479607627,64399,33274942
291423,29142300,1,1,23044089,23044089
291429,29142910,4,0.031802657174283364,2976026,93577904
291429,29142930,4,0.006312986022854284,590756,93577904
291429,29142931,4,0.029538575687696533,2764158,93577904
291429,29142950,4,0.9323457811151659,87246964,93577904
291431,29143100,1,1,2525509,2525509
291439,29143910,2,0.14009613811773547,5008586,35751064
291439,29143990,2,0.8599038618822645,30742478,35751064
291440,29144010,5,0.11458957989314585,3518691,30706902
291440,29144020,5,3.484558618124355e-4,10700,30706902
291440,29144040,5,0.3106906388667929,9540347,30706902
291440,29144060,5,0.23002737299907364,7063428,30706902
291440,29144090,5,0.3443439523791752,10573736,30706902
291450,29145010,3,0.01732953500853977,1673573,96573451
291450,29145030,3,0.7683552698142682,74202720,96573451
291450,29145050,3,0.21431519517719214,20697158,96573451
291461,29146100,1,1,27587329,27587329
291469,29146910,4,0.0033766320238240877,429943,127328947
291469,29146920,4,0.009010119277904655,1147249,127328947
291469,29146960,4,0.023200168301085535,2954053,127328947
291469,29146990,4,0.9644130803971858,122797702,127328947
291470,29147010,5,0.008099950294481179,266405,32889708
291470,29147030,5,0.2782483201127842,9151506,32889708
291470,29147040,5,0.29573254344489774,9726557,32889708
291470,29147060,5,3.210730846257437e-4,10560,32889708
291470,29147090,5,0.41759811306321115,13734680,32889708
291511,29151100,1,1,25055451,25055451
291512,29151200,1,1,12031126,12031126
291513,29151310,2,0.07235902855620166,528428,7302862
291513,29151350,2,0.9276409714437983,6774434,7302862
291521,29152100,1,1,7696529,7696529
291524,29152400,1,1,27384515,27384515
291529,29152910,4,0.01556248561373803,488888,31414519
291529,29152920,4,0.12805238240318115,4022704,31414519
291529,29152930,4,0.04869643237255996,1529775,31414519
291529,29152950,4,0.8076886996105208,25373152,31414519
291531,29153100,1,1,59867400,59867400
291532,29153200,1,1,102569,102569
291533,29153300,1,1,2890346,2890346
291536,29153600,1,1,8921,8921
291539,29153910,11,0.06339050546360622,5296981,83561110
291539,29153920,11,0.055816934456710786,4664125,83561110
291539,29153931,11,0.06543784542833382,5468059,83561110
291539,29153935,11,0.014898054848720895,1244898,83561110
291539,29153940,11,0.06751315294878203,5641474,83561110
291539,29153945,11,0.35682149267763436,29816400,83561110
291539,29153947,11,0.032174991452363425,2688578,83561110
291539,29153960,11,0.004958526759637348,414340,83561110
291539,29153970,11,9.046911894779761e-4,75597,83561110
291539,29153980,11,0.0010800239489398835,90248,83561110
291539,29153990,11,0.33700378082579324,28160410,83561110
291540,29154010,3,0.5140010976436384,21928468,42662298
291540,29154030,3,7.588902032422164e-4,32376,42662298
291540,29154050,3,0.48524001215311935,20701454,42662298
291550,29155010,3,0.3534463076494033,8751297,24759905
291550,29155020,3,0.04290602084297173,1062349,24759905
291550,29155050,3,0.6036476715076249,14946259,24759905
291560,29156010,2,0.1910900400299608,5460846,28577345
291560,29156050,2,0.8089099599700392,23116499,28577345
291570,29157001,1,1,81463206,81463206
291590,29159010,5,0.15779656180151724,36380940,230555974
291590,29159014,5,0.04310589236781173,9938321,230555974
291590,29159018,5,0.22609713856297647,52128046,230555974
291590,29159020,5,0.004698598701242068,1083290,230555974
291590,29159050,5,0.5683018085664525,131025377,230555974
291611,29161100,1,1,39557969,39557969
291612,29161210,2,0.010114664385937455,3008665,297455742
291612,29161250,2,0.9898853356140626,294447077,297455742
291613,29161300,1,1,31598137,31598137
291614,29161410,2,0.008292392096071232,864104,104204431
291614,29161420,2,0.9917076079039288,103340327,104204431
291615,29161510,2,0.542573206299726,2133215,3931663
291615,29161551,2,0.4574267937002739,1798448,3931663
291616,29161600,1,1,2162,2162
291619,29161910,4,0.43420471279682515,60439940,139196877
291619,29161920,4,0.3471701523878298,48325001,139196877
291619,29161930,4,0.053011354557904344,7379015,139196877
291619,29161950,4,0.1656137802574407,23052921,139196877
291620,29162010,2,0.19796933683210302,33666999,170061685
291620,29162050,2,0.802030663167897,136394686,170061685
291631,29163111,4,0.8293627677073998,38778918,46757486
291631,29163120,4,0.027083128464177906,1266339,46757486
291631,29163130,4,0.05589303924509543,2613418,46757486
291631,29163150,4,0.08766106458332683,4098811,46757486
291632,29163210,2,0.2759258891390606,4861541,17619010
291632,29163220,2,0.7240741108609394,12757469,17619010
291634,29163410,4,0.335555362296564,331826,988886
291634,29163415,4,0.15516652071118411,153442,988886
291634,29163425,4,0.037532132116341016,37115,988886
291634,29163455,4,0.47174598487591085,466503,988886
291639,29163903,11,0.03916841330134696,3430345,87579371
291639,29163904,11,0.005648738902223904,494713,87579371
291639,29163906,11,0.0054230236478862125,474945,87579371
291639,29163908,11,0.004612547400003593,403964,87579371
291639,29163915,11,0.4346590819886112,38067169,87579371
291639,29163916,11,0.01806112537620303,1581782,87579371
291639,29163917,11,0.15350263248636487,13443664,87579371
291639,29163921,11,0.06571589786823201,5755357,87579371
291639,29163946,11,0.11897137283618993,10419438,87579371
291639,29163977,11,0.00426948716039534,373919,87579371
291639,29163979,11,0.14996767903254296,13134075,87579371
291711,29171100,1,1,14035295,14035295
291712,29171210,3,0.48807861626746524,17805248,36480287
291712,29171220,3,0.43849986706519056,15996601,36480287
291712,29171250,3,0.0734215166673442,2678438,36480287
291713,29171300,1,1,30252201,30252201
291714,29171410,2,0.09295120092461853,1180535,12700589
291714,29171450,2,0.9070487990753815,11520054,12700589
291719,29171910,10,0.043161278346292804,4837124,112070916
291719,29171915,10,0.013300087598106185,1490553,112070916
291719,29171917,10,0.15998033780682225,17929143,112070916
291719,29171920,10,0.0066240200981314366,742360,112070916
291719,29171923,10,0.00623567670313322,698838,112070916
291719,29171927,10,0.030273501110671747,3392779,112070916
291719,29171930,10,0.06225850781838885,6977368,112070916
291719,29171935,10,0.03347464385853686,3751534,112070916
291719,29171940,10,1.9794609334682336e-4,22184,112070916
291719,29171970,10,0.6444940005665698,72229033,112070916
291720,29172000,1,1,41105329,41105329
291732,29173200,1,1,29769213,29769213
291733,29173300,1,1,49580416,49580416
291734,29173401,1,1,101263784,101263784
291735,29173500,1,1,18942384,18942384
291736,29173600,1,1,485339280,485339280
291737,29173700,1,1,820509,820509
291739,29173904,8,0.05758334690249005,6704329,116428262
291739,29173908,8,0.015091009432056969,1757020,116428262
291739,29173912,8,0.013099920704819934,1525201,116428262
291739,29173915,8,0.08271014987752716,9629799,116428262
291739,29173917,8,0.06864149530978998,7991810,116428262
291739,29173920,8,0.22749840584238903,26487244,116428262
291739,29173930,8,0.056617533292732655,6591881,116428262
291739,29173970,8,0.4787581386381942,55740978,116428262
291811,29181110,2,0.36598958463261766,15037899,41088325
291811,29181151,2,0.6340104153673823,26050426,41088325
291812,29181200,1,1,50740020,50740020
291813,29181310,4,0.07756764576577524,371574,4790322
291813,29181320,4,0.5445381333446896,2608513,4790322
291813,29181330,4,0.19285551159191386,923840,4790322
291813,29181350,4,0.18503870929762134,886395,4790322
291814,29181400,1,1,165905840,165905840
291815,29181510,2,0.5308508046852589,34647539,65267941
291815,29181550,2,0.46914919531474114,30620402,65267941
291816,29181610,2,0.057865220395871476,726570,12556247
291816,29181650,2,0.9421347796041285,11829677,12556247
291818,29181800,1,1,54331,54331
291819,29181910,7,0.011366456288768348,1010806,88928860
291819,29181912,7,0.0020158697637639796,179269,88928860
291819,29181915,7,4.1828940571148667e-4,37198,88928860
291819,29181920,7,0.0011877921295741338,105629,88928860
291819,29181931,7,0.0031067304809709695,276278,88928860
291819,29181960,7,0.1840755295862333,16369627,88928860
291819,29181990,7,0.7978293323449778,70950053,88928860
291821,29182110,2,0.6896507886333809,8185999,11869774
291821,29182150,2,0.31034921136661914,3683775,11869774
291822,29182210,2,0.992427417398679,20575689,20732689
291822,29182250,2,0.007572582601321034,157000,20732689
291823,29182310,4,3.9402669638877565e-4,19882,50458510
291823,29182320,4,0.820049402964931,41378471,50458510
291823,29182330,4,0.006313226450800866,318556,50458510
291823,29182350,4,0.17324334388787938,8741601,50458510
291829,29182904,9,0.008336891529785173,940172,112772488
291829,29182908,9,9.286750860724116e-4,104729,112772488
291829,29182920,9,6.471879914540858e-4,72985,112772488
291829,29182922,9,0.12857844370694385,14500111,112772488
291829,29182925,9,0.1094160749561542,12339123,112772488
291829,29182930,9,0.014768424724299779,1665472,112772488
291829,29182939,9,0.0066593813200255016,750995,112772488
291829,29182965,9,0.055071889519720446,6210594,112772488
291829,29182975,9,0.6755930311655446,76188307,112772488
291830,29183010,6,8.627294530739126e-5,5248,60830194
291830,29183015,6,0.005544943683723908,337300,60830194
291830,29183025,6,0.022874643470642227,1391469,60830194
291830,29183030,6,0.018088073169715686,1100301,60830194
291830,29183070,6,0.13059986295621545,7944415,60830194
291830,29183090,6,0.8228062037743953,50051461,60830194
291891,29189100,1,1,202815,202815
291899,29189905,9,0.0017090927286695214,574839,336341610
291899,29189914,9,0.059645953410284266,20061416,336341610
291899,29189918,9,0.0014849396719008392,499447,336341610
291899,29189920,9,0.5107263802418024,171778533,336341610
291899,29189930,9,0.19135116229003007,64359358,336341610
291899,29189935,9,0.0022731323668219346,764549,336341610
291899,29189943,9,0.12023952373897479,40441555,336341610
291899,29189947,9,0.008900382560456912,2993569,336341610
291899,29189950,9,0.1036694329910593,34868344,336341610
291910,29191000,1,1,6948386,6948386
291990,29199015,4,0.018107997558294998,1891795,104472899
291990,29199025,4,0.021295072897326225,2224758,104472899
291990,29199030,4,0.17098732945086553,17863542,104472899
291990,29199050,4,0.7896096000935132,82492804,104472899
292011,29201100,1,1,15329665,15329665
292019,29201910,3,4.86769895469768e-4,11247,23105373
292019,29201940,3,0.04707138897952437,1087602,23105373
292019,29201950,3,0.9524418411250059,22006524,23105373
292090,29209010,3,0.0367645259498595,6440713,175188251
292090,29209020,3,0.10628426217920288,18619754,175188251
292090,29209050,3,0.8569512118709376,150127784,175188251
292111,29211100,1,1,10874711,10874711
292119,29211911,3,0.07938014990846506,11774954,148336253
292119,29211930,3,0.010978556941167983,1628518,148336253
292119,29211960,3,0.9096412931503669,134932781,148336253
292121,29212100,1,1,24971639,24971639
292122,29212210,2,0.046775220500649986,72215,1543873
292122,29212250,2,0.95322477949935,1471658,1543873
292129,29212900,1,1,81757351,81757351
292130,29213005,4,0.03654970331206126,1855789,50774393
292130,29213010,4,0.10200009678106836,5178993,50774393
292130,29213030,4,0.47353452359341847,24043428,50774393
292130,29213050,4,0.3879156763134519,19696183,50774393
292141,29214110,2,0.9943360295449745,3304113,3322934
292141,29214120,2,0.005663970455025589,18821,3322934
292142,29214210,9,0.09183622728280363,4859022,52909643
292142,29214215,9,0.027743298135653648,1467888,52909643
292142,29214216,9,0.0010187178923131272,53900,52909643
292142,29214218,9,0.03606144157880634,1907998,52909643
292142,29214221,9,7.065441738096777e-4,37383,52909643
292142,29214222,9,3.4273525527284316e-4,18134,52909643
292142,29214236,9,0.022522378387622083,1191651,52909643
292142,29214265,9,0.17149240640312013,9073602,52909643
292142,29214290,9,0.6482762508905985,34300065,52909643
292143,29214304,7,0.003598433657414488,309960,86137478
292143,29214308,7,0.032273048440076224,2779919,86137478
292143,29214315,7,0.28595798915775084,24631700,86137478
292143,29214322,7,0.1016793177993904,8758400,86137478
292143,29214324,7,0.06067614378029503,5226490,86137478
292143,29214340,7,0.05534350564570743,4767150,86137478
292143,29214390,7,0.4604715615193656,39663859,86137478
292144,29214405,4,0.2228599562098971,4502585,20203652
292144,29214410,4,0.012931869941137375,261271,20203652
292144,29214420,4,0.008769206676099945,177170,20203652
292144,29214470,4,0.7554389671728656,15262626,20203652
292145,29214510,5,0.17906629396970558,1612875,9007139
292145,29214520,5,0.01849455193263921,166583,9007139
292145,29214525,5,0.01774270387078516,159811,9007139
292145,29214560,5,0.03056164671156957,275273,9007139
292145,29214590,5,0.7541348035153005,6792597,9007139
292146,29214600,1,1,1765713,1765713
292149,29214910,6,0.0036562839903870486,162633,44480407
292149,29214915,6,2.6051919893628673e-4,11588,44480407
292149,29214938,6,0.1373877266905404,6111062,44480407
292149,29214943,6,0.5068266798907662,22543857,44480407
292149,29214945,6,0.0744514095835499,3311629,44480407
292149,29214950,6,0.27741738064582006,12339638,44480407
292151,29215110,4,0.2774835833336356,33583557,121028987
292151,29215120,4,0.009915277569000888,1200036,121028987
292151,29215130,4,0.017721052230239686,2144761,121028987
292151,29215150,4,0.6948800868671238,84100633,121028987
292159,29215904,7,0.005763010103271377,684457,118767274
292159,29215908,7,0.0506383265140867,6014176,118767274
292159,29215917,7,0.22454465023757303,26668556,118767274
292159,29215920,7,0.15076978191820753,17906516,118767274
292159,29215930,7,0.04985677283457731,5921353,118767274
292159,29215940,7,0.05847068612520314,6944404,118767274
292159,29215980,7,0.4599567722670809,54627812,118767274
292211,29221100,1,1,5919937,5919937
292212,29221200,1,1,41475239,41475239
292213,29221300,1,1,2395560,2395560
292214,29221400,1,1,10046,10046
292219,29221909,6,0.8411288402197743,480313564,571034473
292219,29221920,6,8.268327435986514e-4,472150,571034473
292219,29221933,6,5.043005520964406e-4,287973,571034473
292219,29221960,6,0.008122663725767743,4638321,571034473
292219,29221970,6,0.0147276327396087,8409986,571034473
292219,29221995,6,0.1346897300191542,76912479,571034473
292221,29222110,3,0.507259795076262,1158765,2284362
292221,29222140,3,0.06628327734395861,151415,2284362
292221,29222150,3,0.4264569275797794,974182,2284362
292229,29222903,11,0.02879088717793853,2180004,75718542
292229,29222906,11,0.03577562283225158,2708878,75718542
292229,29222908,11,0.009407074953978908,712290,75718542
