hs6,hts8,n_h8,s_h8_in_h6,w8_main,W6
442090,44209080,4,0.5859862836668278,202424207,345441886
442110,44211000,1,1,47136807,47136807
442190,44219010,14,4.7972150337554595e-4,464163,967567634
442190,44219015,14,0.0011818584663405556,1143528,967567634
442190,44219020,14,0.0027750194463408437,2685019,967567634
442190,44219030,14,0.002271630346824933,2197956,967567634
442190,44219040,14,0.1311070984005238,126854985,967567634
442190,44219050,14,0.015243577277410252,14749192,967567634
442190,44219060,14,0.04732431965577716,45789480,967567634
442190,44219070,14,0.14968567354951437,144831013,967567634
442190,44219080,14,0.008136178519588637,7872303,967567634
442190,44219085,14,6.209509070866667e-4,600812,967567634
442190,44219088,14,5.648886762989842e-4,546568,967567634
442190,44219093,14,0.001816603757954971,1757687,967567634
442190,44219094,14,0.050045289133761994,48422202,967567634
442190,44219097,14,0.5887471903592013,569652726,967567634
450110,45011000,1,1,48385,48385
450190,45019020,2,0.28033924362518264,330414,1178622
450190,45019040,2,0.7196607563748174,848208,1178622
450200,45020000,1,1,578988,578988
450310,45031020,4,0.0032890746011677804,466327,141780609
450310,45031030,4,0.08689963378560463,12320683,141780609
450310,45031040,4,0.018525206080896438,2626515,141780609
450310,45031060,4,0.8912860855323311,126367084,141780609
450390,45039020,3,0.16595996782900488,142586,859159
450390,45039040,3,0.27456966638305597,235899,859159
450390,45039060,3,0.5594703657879392,480674,859159
450410,45041010,7,0.17201455027416285,13231701,76921987
450410,45041020,7,0.010173996155351524,782604,76921987
450410,45041030,7,0.24619730636963394,18937986,76921987
450410,45041040,7,0.008446037671907772,649686,76921987
450410,45041045,7,0.2864517007341477,22034434,76921987
450410,45041047,7,0.06751051555649493,5193043,76921987
450410,45041050,7,0.2092058932383013,16092533,76921987
450490,45049000,1,1,18612718,18612718
460121,46012140,3,0.5391152204585018,2379364,4413461
460121,46012180,3,0.17887050548311179,789438,4413461
460121,46012190,3,0.28201427405838636,1244659,4413461
460122,46012240,3,0.3442780923917864,229010,665189
460122,46012280,3,0.012176990298997728,8100,665189
460122,46012290,3,0.6435449173092159,428079,665189
460129,46012940,4,0.0014705168404151017,9935,6756128
460129,46012960,4,0.442637114039284,2990513,6756128
460129,46012980,4,0.3166541545690076,2139356,6756128
460129,46012990,4,0.2392382145512933,1616324,6756128
460192,46019205,2,0.32787063074366907,1535448,4683091
460192,46019220,2,0.6721293692563309,3147643,4683091
460193,46019301,3,0.6399049038647585,357177,558172
460193,46019305,3,0.1537447238485628,85816,558172
460193,46019320,3,0.20635037228667866,115179,558172
460194,46019405,3,0.0756323345314366,808485,10689674
460194,46019420,3,0.1268768345975752,1356272,10689674
460194,46019440,3,0.7974908308709882,8524917,10689674
460199,46019905,2,0.08428442922265007,914481,10849940
460199,46019990,2,0.9157155707773499,9935459,10849940
460211,46021105,6,3.7872421005151073e-4,20114,53109887
460211,46021107,6,0.08979256536546576,4768873,53109887
460211,46021109,6,0.37755988823700565,20052163,53109887
460211,46021121,6,0.020053667220191976,1065048,53109887
460211,46021135,6,0.050884197889556795,2702454,53109887
460211,46021145,6,0.4613309570777283,24501235,53109887
460212,46021205,7,4.561254468079602e-4,16785,36799087
460212,46021214,7,0.45737841267637974,16831108,36799087
460212,46021216,7,0.24062393178395974,8854741,36799087
460212,46021223,7,0.002557617801767745,94118,36799087
460212,46021225,7,0.03630372677452568,1335944,36799087
460212,46021235,7,0.14216013022279603,5231363,36799087
460212,46021245,7,0.12052005529376313,4435028,36799087
460219,46021905,13,6.534978822458262e-5,12805,195945547
460219,46021912,13,0.18090740281023074,35448000,195945547
460219,46021914,13,0.004846999661594759,949748,195945547
460219,46021916,13,0.005960855032852571,1168003,195945547
460219,46021917,13,0.05576088442571241,10926097,195945547
460219,46021918,13,0.3638108958913978,71287125,195945547
460219,46021922,13,7.657280417809137e-4,150041,195945547
460219,46021925,13,0.0059418803735305096,1164285,195945547
460219,46021929,13,0.0894889231649648,17534956,195945547
460219,46021935,13,0.0269629398620628,5283268,195945547
460219,46021945,13,0.04054463661784567,7944541,195945547
460219,46021960,13,0.07571301939308679,14835629,195945547
460219,46021980,13,0.14923048493671562,29241049,195945547
460290,46029000,1,1,172392495,172392495
470100,47010000,1,1,16502553,16502553
470200,47020000,1,1,369724102,369724102
470311,47031100,1,1,55150236,55150236
470319,47031900,1,1,1063642,1063642
470321,47032100,1,1,1422627161,1422627161
470329,47032900,1,1,1058619098,1058619098
470411,47041100,1,1,278199,278199
470421,47042100,1,1,127482191,127482191
470429,47042900,1,1,919109,919109
470500,47050000,1,1,132788007,132788007
470610,47061000,1,1,4909320,4909320
470620,47062000,1,1,2219916,2219916
470630,47063000,1,1,789266,789266
470691,47069100,1,1,485597,485597
470692,47069201,1,1,5765940,5765940
470693,47069301,1,1,1762316,1762316
470710,47071000,1,1,80235325,80235325
470720,47072000,1,1,13058254,13058254
470730,47073000,1,1,17987310,17987310
470790,47079000,1,1,41605547,41605547
480100,48010000,1,1,1344161945,1344161945
480210,48021000,1,1,7531858,7531858
480220,48022010,3,0.8968867253280745,18288854,20391487
480220,48022020,3,0.003862984587636988,78772,20391487
480220,48022040,3,0.09925029008428861,2023861,20391487
480240,48024000,1,1,3132501,3132501
480254,48025410,5,0.029216153234136365,565395,19352137
480254,48025420,5,0.03757269804363208,727112,19352137
480254,48025431,5,0.7837007871533774,15166285,19352137
480254,48025450,5,1.0500132362642947e-4,2032,19352137
480254,48025461,5,0.1494053602452277,2891313,19352137
480255,48025510,5,0.08908344595022745,27674151,310654249
480255,48025520,5,0.0023133177875831984,718642,310654249
480255,48025530,5,0.006443388450160873,2001666,310654249
480255,48025540,5,0.8589984520057217,266851519,310654249
480255,48025570,5,0.04316139580630684,13408271,310654249
480256,48025610,4,0.19586691864479014,94425379,482089470
480256,48025620,4,2.135412748177221e-4,102946,482089470
480256,48025640,4,0.07868390902626436,37932684,482089470
480256,48025670,4,0.7252356310541278,349628461,482089470
480257,48025710,3,0.5533599541130819,101066787,182642033
480257,48025720,3,8.994917396698053e-4,164285,182642033
480257,48025740,3,0.4457405541472482,81410961,182642033
480258,48025810,4,0.31936854388106695,8578203,26859887
480258,48025820,4,0.13130040346037197,3526714,26859887
480258,48025850,4,8.01194733246644e-5,2152,26859887
480258,48025860,4,0.5492509331852364,14752818,26859887
480261,48026110,4,0.0017743927368080916,2971226,1674503022
480261,48026120,4,0.006860507773989553,11487941,1674503022
480261,48026130,4,0.98853220522883,1655300165,1674503022
480261,48026160,4,0.0028328942603723767,4743690,1674503022
480262,48026210,5,0.04680874695182146,388572,8301269
480262,48026220,5,0.009047050517216102,75102,8301269
480262,48026230,5,0.11242618447854177,933280,8301269
480262,48026250,5,0.0014079775031986073,11688,8301269
480262,48026260,5,0.8303100405492221,6892627,8301269
480269,48026910,3,0.04732412105319507,861055,18194844
480269,48026920,3,0.02696379259970572,490602,18194844
480269,48026930,3,0.9257120863470992,16843187,18194844
480300,48030020,2,0.04659556790619503,17317915,371664426
480300,48030040,2,0.953404432093805,354346511,371664426
480411,48041100,1,1,4568215,4568215
480419,48041900,1,1,141767872,141767872
480421,48042100,1,1,103660870,103660870
480429,48042900,1,1,63109938,63109938
480431,48043110,4,0.016129015729566865,613829,38057437
480431,48043120,4,0.041085635903437216,1563614,38057437
480431,48043140,4,0.32471590243977805,12357855,38057437
480431,48043160,4,0.6180694459272178,23522139,38057437
480439,48043920,3,5.290165278396595e-4,93966,177623940
480439,48043940,3,0.2587388726992544,45958218,177623940
480439,48043960,3,0.7407321107729059,131571756,177623940
480441,48044120,2,0.004699663242927208,95719,20367204
480441,48044140,2,0.9953003367570727,20271485,20367204
480442,48044200,1,1,16354677,16354677
480449,48044900,1,1,2164786,2164786
480451,48045100,1,1,28644500,28644500
480452,48045200,1,1,17278948,17278948
480459,48045900,1,1,4191812,4191812
480511,48051100,1,1,48755508,48755508
480512,48051210,1,1,7328720,7328720
480519,48051910,2,0.6578489295046515,47715886,72533197
480519,48051920,2,0.3421510704953485,24817311,72533197
480524,48052470,2,0.002426741503753335,46221,19046528
480524,48052490,2,0.9975732584962467,19000307,19046528
480525,48052500,1,1,95035982,95035982
480530,48053000,1,1,11492438,11492438
480540,48054000,1,1,22628696,22628696
480550,48055000,1,1,9125398,9125398
480591,48059110,5,0.07852203226644484,11537255,146930163
480591,48059120,5,0.0557738985153103,8194868,146930163
480591,48059150,5,0.012069387005308093,1773357,146930163
480591,48059170,5,0.092538718547532,13596729,146930163
480591,48059190,5,0.7610959636654048,111827954,146930163
480592,48059220,2,0.2726205163686683,1871608,6865250
480592,48059240,2,0.7273794836313318,4993642,6865250
480593,48059320,2,0.05007207255101555,2810523,56129552
480593,48059340,2,0.9499279274489845,53319029,56129552
480610,48061000,1,1,21927122,21927122
480620,48062000,1,1,55098588,55098588
480630,48063000,1,1,7482564,7482564
480640,48064000,1,1,28955889,28955889
480700,48070010,4,9.119202525658215e-5,5635,61792684
480700,48070091,4,0.003256987510042451,201258,61792684
480700,48070092,4,0.049137208540739226,3036320,61792684
480700,48070094,4,0.9475146119239617,58549471,61792684
480810,48081000,1,1,15208586,15208586
480840,48084000,1,1,2586993,2586993
480890,48089020,3,0.38903895182619297,7429976,19098283
480890,48089040,3,0.046297512713577446,884203,19098283
480890,48089060,3,0.5646635354602296,10784104,19098283
480920,48092020,2,0.3525455997490053,2966502,8414520
480920,48092040,2,0.6474544002509947,5448018,8414520
480990,48099020,5,0.0033667747275954655,29748,8835756
480990,48099040,5,0.5409551825559692,4779748,8835756
480990,48099060,5,0.016845757171203006,148845,8835756
480990,48099071,5,0.25469874903743384,2250456,8835756
480990,48099080,5,0.18413353650779854,1626959,8835756
481013,48101311,7,6.970159128328237e-4,139864,200661129
481013,48101313,7,0.14819323078761307,29736621,200661129
481013,48101319,7,0.5150893674080743,103358414,200661129
481013,48101320,7,0.2787296238126917,55930201,200661129
481013,48101350,7,0.011407047350959537,2288951,200661129
481013,48101360,7,0.008146281285998347,1634642,200661129
481013,48101370,7,0.037737433441830184,7572436,200661129
481014,48101411,6,0.017845631291219254,1142883,64042733
481014,48101419,6,0.5069421225355889,32465959,64042733
481014,48101420,6,0.4093462719650019,26215654,64042733
481014,48101450,6,0.027422830315501995,1756233,64042733
481014,48101460,6,4.2927587115933983e-4,27492,64042733
481014,48101470,6,0.03801386802152869,2434512,64042733
481019,48101911,3,2.707273869713808e-5,12525,462642518
481019,48101919,3,0.6325523911315043,292645631,462642518
481019,48101920,3,0.3674205361297986,169984362,462642518
481022,48102210,3,0.9880260043985866,515532091,521779881
481022,48102250,3,0.010202265732817704,5323337,521779881
481022,48102270,3,0.001771729868595681,924453,521779881
481029,48102910,4,0.8438987328553458,267680959,317195593
481029,48102950,4,0.001360053574262616,431403,317195593
481029,48102960,4,0.0014130776400793185,448222,317195593
481029,48102970,4,0.15332813593031225,48635009,317195593
481031,48103110,3,0.7323201467838112,13635030,18618947
481031,48103130,3,0.04910959787360692,914369,18618947
481031,48103165,3,0.21857025534258195,4069548,18618947
481032,48103210,3,0.9738803345126706,1093616,1122947
481032,48103230,3,0.015984725904250156,17950,1122947
481032,48103265,3,0.010134939583079166,11381,1122947
481039,48103912,3,0.9661084130252202,112103322,116035965
481039,48103914,3,0.019547206764730228,2268179,116035965
481039,48103965,3,0.01434438021004953,1664464,116035965
481092,48109212,4,0.950861167666197,431669803,453977739
481092,48109214,4,0.03449828186399245,15661452,453977739
481092,48109230,4,3.427480835134077e-4,155600,453977739
481092,48109265,4,0.014297802386297184,6490884,453977739
481099,48109910,3,0.7967764491914149,21046085,26414040
481099,48109930,3,0.03396390707366234,897124,26414040
481099,48109965,3,0.1692596437349228,4470831,26414040
481110,48111011,2,0.7451635012191006,15961625,21420299
481110,48111021,2,0.25483649878089937,5458674,21420299
481141,48114110,3,0.07092226650197622,17230245,242945493
481141,48114121,3,0.9081253958475369,220624972,242945493
481141,48114130,3,0.020952337650486895,5090276,242945493
481149,48114910,3,0.5454857852606619,21928144,40199295
481149,48114921,3,0.318660862087258,12809942,40199295
481149,48114930,3,0.1358533526520801,5461209,40199295
481151,48115120,3,0.2842051019477335,119001984,418718676
481151,48115140,3,0.6441962263942581,269736991,418718676
481151,48115160,3,0.0715986716580084,29979701,418718676
481159,48115920,3,0.13997858009590938,32728341,233809637
481159,48115940,3,0.7390259367281768,172791386,233809637
481159,48115960,3,0.12099548317591374,28289910,233809637
481160,48116040,2,0.7557307660277501,21815677,28866996
481160,48116060,2,0.24426923397224984,7051319,28866996
481190,48119010,7,0.010698328713003259,5547760,518563240
481190,48119020,7,0.08517387580346035,44168041,518563240
481190,48119030,7,0.0052004476831022575,2696761,518563240
481190,48119040,7,0.005809655925475936,3012674,518563240
481190,48119060,7,0.04552124635753201,23605645,518563240
481190,48119080,7,0.6157689137394313,319315123,518563240
481190,48119090,7,0.2318275317779949,120217236,518563240
481200,48120000,1,1,8082196,8082196
481310,48131000,1,1,89145370,89145370
481320,48132000,1,1,45858224,45858224
481390,48139000,1,1,76170769,76170769
481420,48142000,1,1,27152278,27152278
481490,48149002,1,1,21050416,21050416
481620,48162000,1,1,855930,855930
481690,48169001,1,1,12263088,12263088
481710,48171000,1,1,102953457,102953457
481720,48172020,2,0.07910979680910861,1862726,23546085
481720,48172040,2,0.9208902031908914,21683359,23546085
481730,48173000,1,1,13906532,13906532
481810,48181000,1,1,335936367,335936367
481820,48182000,1,1,290464724,290464724
481830,48183000,1,1,108586098,108586098
481850,48185000,1,1,6310168,6310168
481890,48189000,1,1,235594315,235594315
481910,48191000,1,1,312611804,312611804
481920,48192000,1,1,690095886,690095886
481930,48193000,1,1,128459470,128459470
481940,48194000,1,1,547682570,547682570
481950,48195020,3,0.16235752386293203,42978890,264717575
481950,48195030,3,0.05091970565233533,13479341,264717575
481950,48195040,3,0.7867227704847326,208259344,264717575
481960,48196000,1,1,46904371,46904371
482010,48201020,2,0.9280346540511626,583893669,629172269
482010,48201040,2,0.07196534594883743,45278600,629172269
482020,48202000,1,1,6750816,6750816
482030,48203000,1,1,270516878,270516878
482040,48204000,1,1,4441069,4441069
482050,48205000,1,1,41973281,41973281
482090,48209000,1,1,14282531,14282531
482110,48211020,2,0.5049914435912537,114870032,227469264
482110,48211040,2,0.4950085564087463,112599232,227469264
482190,48219020,2,0.8511058591739903,91360109,107342827
482190,48219040,2,0.14889414082600974,15982718,107342827
482210,48221000,1,1,728026,728026
482290,48229000,1,1,5663121,5663121
482320,48232010,2,0.007339042482789419,702454,95714666
482320,48232090,2,0.9926609575172106,95012212,95714666
482340,48234000,1,1,6640233,6640233
482361,48236100,1,1,13482763,13482763
482369,48236900,1,1,180090525,180090525
482370,48237000,1,1,120889544,120889544
482390,48239010,10,0.05604347345185442,27245655,486152148
482390,48239020,10,0.016554883143291184,8048192,486152148
482390,48239031,10,5.316463190860981e-4,258461,486152148
482390,48239040,10,0.004061354059881682,1974436,486152148
482390,48239050,10,0.0047494246595409465,2308943,486152148
482390,48239060,10,0.004503228071718815,2189254,486152148
482390,48239067,10,0.1796738127340332,87348810,486152148
482390,48239070,10,0.002196378241652858,1067774,486152148
482390,48239080,10,0.005713106506730892,2777439,486152148
482390,48239086,10,0.7259726928122099,352933184,486152148
490110,49011000,1,1,60566628,60566628
490191,49019100,1,1,6104235,6104235
490199,49019900,1,1,1626130870,1626130870
490210,49021000,1,1,35721409,35721409
490290,49029010,2,0.006630128802242253,943210,142261188
490290,49029020,2,0.9933698711977578,141317978,142261188
490300,49030000,1,1,233706902,233706902
490400,49040000,1,1,7852776,7852776
490510,49051000,1,1,3999807,3999807
490591,49059100,1,1,4652340,4652340
490599,49059900,1,1,10167949,10167949
490600,49060000,1,1,5911826,5911826
490700,49070000,1,1,131864223,131864223
490810,49081000,1,1,11992785,11992785
490890,49089000,1,1,77079208,77079208
490900,49090020,2,0.014698230874627507,6484532,441177721
490900,49090040,2,0.9853017691253725,434693189,441177721
491000,49100020,3,0.3731908054335147,51958240,139227010
491000,49100040,3,0.2218917794758359,30893329,139227010
491000,49100060,3,0.40491741509064944,56375441,139227010
491110,49111000,1,1,331497772,331497772
491191,49119110,5,0.048575296305054014,21908544,451022344
491191,49119115,5,0.012504287370738333,5639713,451022344
491191,49119120,5,0.10910624197367924,49209353,451022344
491191,49119130,5,0.13260125312106488,59806128,451022344
491191,49119140,5,0.6972129212294635,314458606,451022344
491199,49119920,3,3.8481194691397354e-4,179016,465203852
491199,49119960,3,0.2674306596240308,124409773,465203852
491199,49119980,3,0.7321845284290552,340615063,465203852
500100,50010000,1,1,7331,7331
500200,50020000,1,1,265054,265054
500300,50030010,2,0.4912269963683845,96308,196056
500300,50030090,2,0.5087730036316155,99748,196056
500400,50040000,1,1,7118724,7118724
500500,50050000,1,1,1373853,1373853
500600,50060010,2,0.7480486516079365,1412835,1888694
500600,50060090,2,0.2519513483920635,475859,1888694
500710,50071030,2,0.8108338250006764,2967098,3659317
500710,50071060,2,0.18916617499932364,692219,3659317
500720,50072000,1,1,130320905,130320905
500790,50079030,2,0.25803566784262444,4583662,17763676
500790,50079060,2,0.7419643321573756,13180014,17763676
510111,51011110,4,0.0010595500508581376,15998,15098862
510111,51011140,4,0.014238357831206087,214983,15098862
510111,51011150,4,0.10121683342757885,1528259,15098862
510111,51011160,4,0.8834852586903569,13339622,15098862
510119,51011950,2,0.0011678116086312957,400,342521
510119,51011960,2,0.9988321883913687,342121,342521
510121,51012110,7,0.08354297120347473,887052,10617913
510121,51012115,7,0.21783781803448568,2312983,10617913
510121,51012130,7,0.20261232127255138,2151320,10617913
510121,51012135,7,0.0204202087547713,216820,10617913
510121,51012140,7,0.42632238557614854,4526654,10617913
510121,51012165,7,0.04904956369486169,520804,10617913
510121,51012170,7,2.147314637066625e-4,2280,10617913
510129,51012910,5,2.3063494613205195e-4,738,3199862
510129,51012930,5,0.9402892999760615,3008796,3199862
510129,51012935,5,0.029796909991743396,95346,3199862
510129,51012940,5,0.01708354922806046,54665,3199862
510129,51012970,5,0.012599605858002627,40317,3199862
510130,51013010,3,0.2931595954195405,627273,2139698
510130,51013040,3,0.6998352103895036,1497436,2139698
510130,51013070,3,0.00700519419095592,14989,2139698
510211,51021110,2,0.21237205660271827,3797,17879
510211,51021190,2,0.7876279433972817,14082,17879
510219,51021960,3,0.05256230813704694,131551,2502763
510219,51021980,3,0.9403958744795252,2353588,2502763
510219,51021990,3,0.007041817383427835,17624,2502763
510220,51022000,1,1,104211,104211
510310,51031000,1,1,847994,847994
510320,51032000,1,1,362084,362084
510330,51033000,1,1,800,800
510400,51040000,1,1,63957,63957
510510,51051000,1,1,271304,271304
510521,51052100,1,1,121386,121386
510529,51052900,1,1,22457764,22457764
510531,51053100,1,1,62344,62344
510539,51053900,1,1,718297,718297
510540,51054000,1,1,7205,7205
510610,51061000,1,1,24784917,24784917
510620,51062000,1,1,2335755,2335755
510710,51071030,2,0.2694638670278723,12222071,45356994
510710,51071060,2,0.7305361329721277,33134923,45356994
510720,51072030,2,0.05628371086224911,275046,4886778
510720,51072060,2,0.9437162891377509,4611732,4886778
510810,51081030,3,0.002815527846671991,5214,1851873
510810,51081040,3,0.04027814002364093,74590,1851873
510810,51081080,3,0.9569063321296871,1772069,1851873
510820,51082030,3,0.006245406614475156,19545,3129500
510820,51082040,3,0.2795718165841189,874920,3129500
510820,51082080,3,0.714182776801406,2235035,3129500
510910,51091020,4,0.01292115879978285,327648,25357478
510910,51091040,4,0.003994285236094851,101285,25357478
510910,51091080,4,0.0038607546065898193,97899,25357478
510910,51091090,4,0.9792238013575325,24830646,25357478
510990,51099020,4,0.015365737227161384,249943,16266255
510990,51099040,4,0.0012353796248737033,20095,16266255
510990,51099080,4,0.004938198743349345,80326,16266255
510990,51099090,4,0.9784606844046155,15915891,16266255
511000,51100000,1,1,95259,95259
511111,51111120,3,0.011302200864928934,43634,3860664
511111,51111130,3,0.008844333513613202,34145,3860664
511111,51111170,3,0.9798534656214578,3782885,3860664
511119,51111910,3,0.46410703440832096,5118591,11028902
511119,51111920,3,0.0052621738773270445,58036,11028902
511119,51111960,3,0.530630791714352,5852275,11028902
511120,51112005,3,0.5865822854663165,701553,1196001
511120,51112010,3,0.03555933481660969,42529,1196001
511120,51112090,3,0.3778583797170738,451919,1196001
511130,51113005,3,0.6045912467021123,9227297,15262042
511130,51113010,3,0.00489960648778191,74778,15262042
511130,51113090,3,0.39050914681010573,5959967,15262042
511190,51119030,4,0.1405139362887448,160162,1139830
511190,51119040,4,0.31757805988612337,361985,1139830
511190,51119050,4,0.003255748664274497,3711,1139830
511190,51119090,4,0.5386522551608574,613972,1139830
511211,51121110,3,0.012352712616780665,563190,45592415
511211,51121130,3,0.8220751412268905,37480391,45592415
511211,51121160,3,0.16557214615632884,7548834,45592415
511219,51121920,3,0.4308780961822508,17057562,39587907
511219,51121960,3,0.17171822193075273,6797965,39587907
511219,51121995,3,0.39740368188699643,15732380,39587907
511220,51122010,3,0.24449002602776773,341733,1397738
511220,51122020,3,0.042784126925074654,59801,1397738
511220,51122030,3,0.7127258470471576,996204,1397738
511230,51123010,3,0.5174207141369632,2969092,5738255
511230,51123020,3,0.006166160269977545,35383,5738255
511230,51123030,3,0.4764131255930592,2733780,5738255
511290,51129030,4,0.34951215101020333,1866815,5341202
511290,51129040,4,0.08235505790644128,439875,5341202
511290,51129050,4,0.03954315901177301,211208,5341202
511290,51129090,4,0.5285896320715824,2823304,5341202
511300,51130000,1,1,737297,737297
520100,52010005,4,0.002567385578855888,17028,6632428
520100,52010014,4,0.374062108175166,2480940,6632428
520100,52010034,4,0.03827738499385142,253872,6632428
520100,52010060,4,0.5850931212521266,3880588,6632428
520210,52021000,1,1,757729,757729
520291,52029100,1,1,1295130,1295130
520299,52029910,2,0.047697467653961274,864875,18132514
520299,52029950,2,0.9523025323460387,17267639,18132514
520300,52030005,2,0.3481761422871611,355343,1020584
520300,52030050,2,0.6518238577128389,665241,1020584
520411,52041100,1,1,5620736,5620736
520419,52041900,1,1,334124,334124
520420,52042000,1,1,5410567,5410567
520511,52051110,2,0.7862894486894286,3196313,4065059
520511,52051120,2,0.21371055131057137,868746,4065059
520512,52051210,2,0.9881454489503202,19895693,20134377
520512,52051220,2,0.011854551049679859,238684,20134377
520513,52051310,2,0.9010415576830885,5770153,6403870
520513,52051320,2,0.09895844231691149,633717,6403870
520514,52051410,2,0.3881008496727962,187228,482421
520514,52051420,2,0.6118991503272039,295193,482421
520515,52051520,1,1,3518,3518
520521,52052100,1,1,2464682,2464682
520522,52052200,1,1,6871961,6871961
520523,52052300,1,1,24956571,24956571
520524,52052400,1,1,6891032,6891032
520526,52052600,1,1,2310058,2310058
520527,52052700,1,1,384470,384470
520528,52052800,1,1,285286,285286
520531,52053100,1,1,4143518,4143518
520532,52053200,1,1,3995047,3995047
520533,52053300,1,1,1315764,1315764
520534,52053400,1,1,85838,85838
520535,52053500,1,1,18259,18259
520541,52054100,1,1,2142420,2142420
520542,52054200,1,1,7844465,7844465
520543,52054300,1,1,1760094,1760094
520544,52054400,1,1,1435630,1435630
520546,52054600,1,1,385799,385799
520547,52054700,1,1,131301,131301
520548,52054800,1,1,111812,111812
520611,52061100,1,1,1516971,1516971
520612,52061200,1,1,6088273,6088273
520613,52061300,1,1,268103,268103
520614,52061400,1,1,254,254
520615,52061500,1,1,191213,191213
520621,52062100,1,1,245555,245555
520622,52062200,1,1,1099680,1099680
520623,52062300,1,1,4546021,4546021
520624,52062400,1,1,5468029,5468029
520625,52062500,1,1,171905,171905
520631,52063100,1,1,843350,843350
520632,52063200,1,1,2556441,2556441
520633,52063300,1,1,2259,2259
520641,52064100,1,1,58765,58765
520642,52064200,1,1,34779,34779
520643,52064300,1,1,8958,8958
520644,52064400,1,1,147030,147030
520645,52064500,1,1,21139,21139
520710,52071000,1,1,35376459,35376459
520790,52079000,1,1,2621995,2621995
520811,52081120,4,0.18164317519196213,1899208,10455708
520811,52081140,4,0.7533997697716883,7877328,10455708
520811,52081160,4,0.0010560738689336007,11042,10455708
520811,52081180,4,0.06390098116741592,668130,10455708
520812,52081240,3,0.48371293079152666,14056780,29060170
520812,52081260,3,0.479063852689093,13921677,29060170
520812,52081280,3,0.037223216519380306,1081713,29060170
520813,52081300,1,1,2656238,2656238
520819,52081920,4,0.6265441850411744,4243679,6773152
520819,52081940,4,0.04581308672830611,310299,6773152
520819,52081960,4,0.04458987484704315,302014,6773152
520819,52081980,4,0.2830528533834764,1917160,6773152
520821,52082120,3,0.05897527478251755,1401047,23756515
520821,52082140,3,0.6880411962781579,16345461,23756515
520821,52082160,3,0.25298352893932463,6010007,23756515
520822,52082240,3,0.42364148083029163,5663291,13368122
520822,52082260,3,0.4527650929577094,6052619,13368122
520822,52082280,3,0.12359342621199897,1652212,13368122
520823,52082300,1,1,206800,206800
520829,52082920,4,0.7103924806815044,8970047,12626889
520829,52082940,4,0.1104364661794366,1394469,12626889
520829,52082960,4,0.07506068992924544,947783,12626889
520829,52082980,4,0.1041103632098136,1314590,12626889
520831,52083120,4,0.012346400671390338,50269,4071551
520831,52083140,4,0.43027730709992335,1751896,4071551
520831,52083160,4,0.3175362411032061,1292865,4071551
520831,52083180,4,0.23984005112548018,976521,4071551
520832,52083210,4,0.021259463436536147,609387,28664270
520832,52083230,4,0.5468972347804427,15676410,28664270
520832,52083240,4,0.3523572377737162,10100063,28664270
520832,52083250,4,0.07948606400930497,2278410,28664270
520833,52083300,1,1,1157472,1157472
520839,52083920,4,0.6861088400339657,8523620,12423131
520839,52083940,4,0.09930692995187768,1233703,12423131
520839,52083960,4,0.09151549637526965,1136909,12423131
520839,52083980,4,0.12306873363888701,1528899,12423131
520841,52084120,4,0.019104487228380724,40326,2110813
520841,52084140,4,0.07097028490917955,149805,2110813
520841,52084160,4,0.22003465015612467,464452,2110813
520841,52084180,4,0.689890577706315,1456230,2110813
520842,52084210,4,0.07769064415703632,657099,8457891
520842,52084230,4,0.21430165037596252,1812540,8457891
520842,52084240,4,0.3330804334082811,2817158,8457891
520842,52084250,4,0.37492727205872006,3171094,8457891
520843,52084300,1,1,3262142,3262142
520849,52084920,4,0.43138052008433175,4948111,11470409
520849,52084940,4,0.15159372259524487,1738842,11470409
520849,52084960,4,0.15404577116648588,1766968,11470409
520849,52084980,4,0.2629799861539375,3016488,11470409
520851,52085120,4,0.007034099585826302,50806,7222815
520851,52085140,4,0.0827933430386906,598001,7222815
520851,52085160,4,0.2050037277709591,1480704,7222815
520851,52085180,4,0.705168829604524,5093304,7222815
520852,52085210,4,0.001632248258667217,488098,299034168
520852,52085230,4,0.7598514294192629,227221540,299034168
520852,52085240,4,0.19355634972121313,57879962,299034168
520852,52085250,4,0.04495997260085677,13444568,299034168
520859,52085910,5,0.09880897348181496,1868344,18908647
520859,52085920,5,0.2659464212325715,5028687,18908647
520859,52085940,5,0.37576395603556406,7105188,18908647
520859,52085960,5,0.05837049049569755,1103707,18908647
520859,52085980,5,0.2011101587543519,3802721,18908647
520911,52091100,1,1,14651609,14651609
520912,52091200,1,1,12671842,12671842
520919,52091900,1,1,32671680,32671680
520921,52092100,1,1,3634939,3634939
520922,52092200,1,1,18530173,18530173
520929,52092900,1,1,8224012,8224012
520931,52093130,2,0.02783839772850946,103084,3702943
520931,52093160,2,0.9721616022714905,3599859,3702943
520932,52093200,1,1,11673209,11673209
520939,52093900,1,1,25657580,25657580
520941,52094130,2,0.07270952849531886,386743,5319014
520941,52094160,2,0.9272904715046811,4932271,5319014
520942,52094200,1,1,79771998,79771998
520943,52094300,1,1,2634605,2634605
520949,52094900,1,1,8940211,8940211
520951,52095130,2,0.002628884304308436,23974,9119458
520951,52095160,2,0.9973711156956916,9095484,9119458
520952,52095200,1,1,1395625,1395625
520959,52095900,1,1,9772593,9772593
